player_id,player_name,team,position,headshot_url,entry_year,team_abbr,draft_number,team_logo_espn,team_league_logo,team_color,team_color2,offense_snaps,season,fantasy_points_ppr,games,attempts,passing_epa,carries,rushing_epa,receiving_epa,merge_name
00-0024243,Marcedes Lewis,GB,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcdlorazrfy9xnyt43ub",2006.0,GB,28.0,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png,#203731,#FFB612,582.0,2013,82.9,10,0,0.0,0,0.0,-1.2132356285583228,marclewis
00-0024243,Marcedes Lewis,GB,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcdlorazrfy9xnyt43ub",2006.0,GB,28.0,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png,#203731,#FFB612,432.0,2014,50.6,8,0,0.0,0,0.0,-1.8114882259396836,marclewis
00-0024243,Marcedes Lewis,GB,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcdlorazrfy9xnyt43ub",2006.0,GB,28.0,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png,#203731,#FFB612,668.0,2015,38.6,15,0,0.0,0,0.0,-19.186521170512446,marclewis
00-0024243,Marcedes Lewis,GB,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcdlorazrfy9xnyt43ub",2006.0,GB,28.0,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png,#203731,#FFB612,279.0,2016,42.900000000000006,10,0,0.0,0,0.0,-0.39795630431035534,marclewis
00-0024243,Marcedes Lewis,GB,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcdlorazrfy9xnyt43ub",2006.0,GB,28.0,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png,#203731,#FFB612,1055.0,2017,87.8,16,0,0.0,0,0.0,9.67954983947913,marclewis
00-0024243,Marcedes Lewis,GB,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcdlorazrfy9xnyt43ub",2006.0,GB,28.0,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png,#203731,#FFB612,190.0,2018,6.9,4,0,0.0,0,0.0,1.9587604672415182,marclewis
00-0024243,Marcedes Lewis,GB,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcdlorazrfy9xnyt43ub",2006.0,GB,28.0,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png,#203731,#FFB612,542.0,2019,36.6,12,0,0.0,0,0.0,5.955226726393448,marclewis
00-0024243,Marcedes Lewis,GB,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcdlorazrfy9xnyt43ub",2006.0,GB,28.0,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png,#203731,#FFB612,489.0,2020,38.7,10,0,0.0,0,0.0,3.913446376565844,marclewis
00-0024243,Marcedes Lewis,GB,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcdlorazrfy9xnyt43ub",2006.0,GB,28.0,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png,#203731,#FFB612,504.0,2021,44.400000000000006,13,0,0.0,0,0.0,8.630607974133454,marclewis
00-0024243,Marcedes Lewis,GB,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcdlorazrfy9xnyt43ub",2006.0,GB,28.0,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png,#203731,#FFB612,451.0,2022,26.6,6,0,0.0,0,0.0,6.967597299488261,marclewis
