,player_id,fantasy_points_ppr
1132,00-0036158,293.2
1133,00-0036165,126.0
1134,00-0036171,0.0
1135,00-0036173,6.1000004
1136,00-0036176,1.3
1137,00-0036182,202.3
1138,00-0036183,20.2
1139,00-0036187,40.3
1140,00-0036188,21.3
1141,00-0036194,14.4
1142,00-0036196,539.8
1143,00-0036197,10.9
1144,00-0036208,9.4
1145,00-0036212,547.3
1146,00-0036215,7.2
1147,00-0036219,231.9
1148,00-0036222,6.0
1149,00-0036223,788.7
1150,00-0036225,4.6
1151,00-0036226,-0.64
1152,00-0036228,14.5
1153,00-0036232,185.8
1154,00-0036233,340.30002
1155,00-0036244,85.5
1156,00-0036245,24.7
1157,00-0036247,142.6
1158,00-0036250,14.1
1159,00-0036251,280.0
1160,00-0036252,569.1
1161,00-0036254,80.700005
1162,00-0036255,111.6
1163,00-0036259,185.8
1164,00-0036261,622.0
1165,00-0036264,32.84
1166,00-0036265,408.69998
1167,00-0036268,356.8
1168,00-0036269,55.600002
1169,00-0036271,231.4
1170,00-0036275,589.8
1171,00-0036277,119.799995
1172,00-0036278,8.0
1173,00-0036283,6.0
1174,00-0036290,335.1
1175,00-0036293,2.8999999
1176,00-0036297,30.699999
1177,00-0036306,6.0
1178,00-0036308,0.0
1179,00-0036309,473.3
1180,00-0036312,28.259998
1181,00-0036313,1.0799999
1182,00-0036320,1.12
1183,00-0036322,984.88
1184,00-0036326,514.94
1185,00-0036328,602.7
1186,00-0036329,0.2
1187,00-0036331,246.4
1188,00-0036332,88.1
1189,00-0036336,31.2
1190,00-0036340,3.5
1191,00-0036345,324.1
1192,00-0036355,1010.98
1193,00-0036357,168.6
1194,00-0036358,794.8
1195,00-0036360,423.2
1196,00-0036364,53.58
1197,00-0036365,157.0
1198,00-0036370,166.8
1199,00-0036377,8.900001
1200,00-0036382,20.3
1201,00-0036383,123.0
1202,00-0036384,6.96
1203,00-0036386,9.2
1204,00-0036387,193.4
1205,00-0036389,895.02
1206,00-0036398,28.800001
1207,00-0036407,446.8
1208,00-0036410,731.3
1209,00-0036412,128.3
1210,00-0036414,320.4
1211,00-0036415,331.3
1212,00-0036422,147.5
1213,00-0036423,130.6
1214,00-0036424,28.5
1215,00-0036425,164.5
1216,00-0036427,127.5
1217,00-0036429,16.8
1218,00-0036433,2.4
1219,00-0036438,6.6000004
1220,00-0036439,17.1
1221,00-0036442,959.8
1222,00-0036450,84.4
1223,00-0036456,16.0
1224,00-0036457,43.4
1225,00-0036482,13.5
1226,00-0036491,2.0
1227,00-0036493,93.6
1228,00-0036497,6.0
1229,00-0036510,5.6
1230,00-0036523,3.5
1231,00-0036527,2.6
1232,00-0036534,47.4
1233,00-0036543,7.3
1234,00-0036550,157.0
1235,00-0036554,180.7
1236,00-0036555,227.3
1237,00-0036556,82.600006
1238,00-0036560,7.1
1239,00-0036564,6.0
1240,00-0036567,260.0
1241,00-0036569,32.0
1242,00-0036572,77.7
1243,00-0036582,-0.1
1244,00-0036590,24.199999
1245,00-0036613,515.2
1246,00-0036620,42.1
1247,00-0036626,60.9
1248,00-0036627,15.9
1249,00-0036628,81.7
1250,00-0036630,11.6
1251,00-0036635,28.999998
1252,00-0036637,96.7
1253,00-0036646,5.4
1254,00-0036650,20.9
1255,00-0036652,7.2000003
1256,00-0036654,52.9
1257,00-0036657,4.4
1258,00-0036669,4.6
1259,00-0036670,25.7
1260,00-0036671,31.1
1261,00-0036692,0.0
1262,00-0036698,1.1
1263,00-0036727,9.9
1264,00-0036741,31.0
1265,00-0036754,99.3
1266,00-0036755,63.7
1267,00-0036768,8.900001
1268,00-0036810,11.0
1269,00-0036825,-1.4
1270,00-0036829,44.9
1271,00-0036841,3.3
1272,00-0036842,34.5
1273,00-0036849,63.2
1274,00-0036857,65.2
1275,00-0036858,1.7
1276,00-0036860,1.0
1277,00-0036862,111.8
1278,00-0036875,374.0
1279,00-0036876,82.8
1280,00-0036877,16.2
1281,00-0036879,36.52
1282,00-0036880,1.9
1283,00-0036887,20.6
1284,00-0036893,526.96
1285,00-0036894,306.4
1286,00-0036898,338.48
1287,00-0036900,672.3
1288,00-0036906,196.7
1289,00-0036907,4.3
1290,00-0036910,3.1
1291,00-0036912,493.9
1292,00-0036913,161.06
1293,00-0036918,1.6
1294,00-0036919,264.4
1295,00-0036924,280.4
1296,00-0036928,0.92
1297,00-0036929,2.0
1298,00-0036936,207.2
1299,00-0036945,422.78
1300,00-0036946,0.2
1301,00-0036950,36.0
1302,00-0036951,4.9
1303,00-0036955,115.8
1304,00-0036959,18.9
1305,00-0036963,494.9
1306,00-0036970,252.2
1307,00-0036971,530.26
1308,00-0036972,410.1
1309,00-0036973,233.2
1310,00-0036980,226.3
1311,00-0036982,6.0
1312,00-0036984,30.199999
1313,00-0036986,6.0
1314,00-0036988,267.3
1315,00-0036991,52.7
1316,00-0036997,246.9
1317,00-0036999,52.2
1318,00-0037004,1.8
1319,00-0037005,107.5
1320,00-0037011,31.3
1321,00-0037012,77.38
1322,00-0037013,250.78
1323,00-0037055,0.0
1324,00-0037077,18.26
1325,00-0037078,4.3
1326,00-0037085,9.4
1327,00-0037086,13.1
1328,00-0037087,7.0
1329,00-0037093,6.5
1330,00-0037098,19.199999
1331,00-0037112,0.0
1332,00-0037157,59.0
1333,00-0037168,14.0
1334,00-0037175,5.58
1335,00-0037197,160.6
1336,00-0037228,93.3
1337,00-0037238,178.6
1338,00-0037239,198.2
1339,00-0037240,15.1
1340,00-0037247,166.5
1341,00-0037248,116.9
1342,00-0037252,86.1
1343,00-0037253,23.800001
1344,00-0037256,152.8
1345,00-0037257,45.4
1346,00-0037258,166.4
1347,00-0037261,48.2
1348,00-0037263,159.4
1349,00-0037265,10.2
1350,00-0037267,1.2
1351,00-0037272,7.2
1352,00-0037273,15.8
1353,00-0037276,2.0
1354,00-0037277,30.3
1355,00-0037282,28.3
1356,00-0037286,11.2
1357,00-0037291,32.899998
1358,00-0037299,18.099998
1359,00-0037300,9.0
1360,00-0037304,35.8
1361,00-0037311,21.0
1362,00-0037327,28.560001
1363,00-0037331,18.6
1364,00-0037348,0.0
1365,00-0037355,1.7
1366,00-0037382,16.2
1367,00-0037387,15.5
1368,00-0037393,6.0
1369,00-0037429,45.0
1370,00-0037456,6.9
1371,00-0037475,5.7
1372,00-0037487,10.799999
1373,00-0037500,0.52
1374,00-0037525,33.0
1375,00-0037545,100.5
1376,00-0037557,10.0
1377,00-0037563,34.399998
1378,00-0037569,39.5
1379,00-0037570,3.6
1380,00-0037594,8.299999
1381,00-0037617,26.0
1382,00-0037664,112.3
1383,00-0037666,3.1999998
1384,00-0037708,1.7
1385,00-0037740,216.0
1386,00-0037741,130.6
1387,00-0037742,88.1
1388,00-0037744,61.499996
1389,00-0037745,38.0
1390,00-0037746,112.700005
1391,00-0037755,74.2
1392,00-0037801,5.4
1393,00-0037805,1.8
1394,00-0037809,97.2
1395,00-0037816,101.6
1396,00-0037827,9.9
1397,00-0037828,2.9
1398,00-0037834,149.42
1399,00-0037838,91.3
1400,00-0037840,30.5
1401,00-0038040,7.0
1402,00-0038041,52.8
1403,00-0038045,8.4
1404,00-0038046,8.9
1405,00-0038090,55.0
1406,00-0038092,1.3
1407,00-0038098,27.2
1408,00-0038102,149.86
1409,00-0038104,66.3
1410,00-0038108,39.64
1411,00-0038115,86.1
1412,00-0038117,51.6
1413,00-0038120,115.1
1414,00-0038122,38.72
1415,00-0038124,164.1
1416,00-0038128,19.34
1417,00-0038129,102.9
1418,00-0038134,216.09999
1419,00-0038147,4.5
1420,00-0038149,0.0
